ID	text,image
1570	neutral,positive
1571	neutral,negative
1572	negative,negative
1573	neutral,negative
1574	neutral,neutral
1575	negative,negative
1576	negative,negative
1577	negative,negative
1578	positive,neutral
1579	neutral,neutral
1580	positive,positive
1581	neutral,neutral
1582	neutral,positive
1583	neutral,negative
1584	positive,positive
1585	positive,positive
1586	positive,neutral
1587	positive,positive
1588	positive,neutral
1589	negative,negative
1590	neutral,negative
1591	positive,positive
1592	neutral,negative
1593	negative,negative
1594	positive,neutral
1595	positive,positive
1596	positive,positive
1597	neutral,positive
1598	neutral,positive
1599	neutral,neutral
1600	negative,positive
1601	positive,positive
1602	negative,negative
1603	neutral,neutral
1604	negative,positive
1605	positive,positive
1606	positive,positive
1607	neutral,negative
1608	neutral,positive
1609	neutral,positive
1610	positive,positive
1611	positive,positive
1612	positive,neutral
1613	positive,positive
1614	positive,neutral
1615	positive,positive
1616	positive,positive
1617	positive,positive
1618	positive,positive
1619	negative,positive
1620	positive,neutral
1621	positive,neutral
1622	neutral,neutral
1623	neutral,positive
1624	positive,positive
1625	positive,positive
1626	positive,positive
1627	negative,negative
1628	positive,positive
1629	positive,positive
1630	positive,positive
1631	positive,positive
1632	positive,positive
1633	positive,positive
1634	positive,positive
1635	neutral,negative
1636	positive,positive
1637	positive,positive
1638	neutral,positive
1639	positive,positive
1640	positive,positive
1641	positive,positive
1642	positive,positive
1643	positive,positive
1644	positive,positive
1645	positive,positive
1646	positive,positive
1647	positive,positive
1648	positive,positive
1649	neutral,neutral
1650	positive,positive
1651	positive,positive
1652	positive,positive
1653	positive,positive
1654	positive,positive
1655	positive,negative
1656	positive,negative
1657	negative,positive
1658	positive,neutral
1659	negative,positive
1660	neutral,negative
1661	neutral,neutral
1662	neutral,neutral
1663	negative,neutral
1664	negative,positive
1665	neutral,positive
1666	positive,positive
1667	neutral,negative
1668	neutral,positive
1669	positive,positive
1670	negative,neutral
1671	negative,positive
1672	negative,positive
1673	neutral,positive
1674	neutral,neutral
1675	positive,neutral
1676	negative,negative
1677	positive,neutral
1678	negative,positive
1679	positive,positive
1680	negative,positive
1681	negative,negative
1682	positive,positive
1683	positive,positive
1684	negative,positive
1685	positive,positive
1686	positive,positive
1687	neutral,positive
1688	neutral,positive
1689	negative,negative
1690	neutral,positive
1691	neutral,neutral
1692	neutral,neutral
1693	negative,negative
1694	negative,negative
1695	negative,negative
1696	positive,positive
1697	negative,negative
1698	negative,negative
1699	neutral,neutral
1700	neutral,positive
1701	positive,positive
1702	positive,positive
1703	negative,negative
1704	positive,positive
1705	negative,negative
1706	positive,positive
1707	neutral,negative
1708	negative,positive
1709	neutral,positive
1710	neutral,negative
1711	neutral,positive
1712	negative,negative
1713	negative,negative
1714	neutral,neutral
1715	positive,positive
1716	positive,positive
1717	positive,positive
1718	positive,positive
1719	neutral,positive
1720	neutral,positive
1721	positive,positive
1722	neutral,neutral
1723	neutral,positive
1724	neutral,positive
1725	positive,positive
1726	neutral,positive
1727	neutral,positive
1728	neutral,positive
1729	neutral,positive
1730	negative,negative
1731	positive,positive
1732	positive,positive
1733	negative,positive
1734	negative,negative
1735	negative,negative
1736	positive,positive
1737	neutral,positive
1738	negative,negative
1739	neutral,negative
1740	neutral,negative
1741	neutral,negative
1742	neutral,positive
1743	neutral,positive
1744	neutral,positive
1745	neutral,positive
1746	neutral,positive
1747	neutral,positive
1748	positive,positive
1749	positive,positive
1750	positive,positive
1751	negative,positive
1752	positive,positive
1753	neutral,positive
1754	negative,neutral
1755	negative,negative
1756	negative,positive
1757	neutral,positive
1758	positive,positive
1759	neutral,positive
1760	neutral,positive
1761	negative,negative
1762	positive,negative
1763	positive,positive
1764	positive,positive
1765	neutral,positive
1766	positive,positive
1767	neutral,positive
1768	neutral,negative
1769	negative,negative
1770	neutral,negative
1771	negative,positive
1772	negative,positive
1773	neutral,positive
1774	negative,neutral
1775	neutral,negative
1776	negative,negative
1777	negative,negative
1778	positive,negative
1779	negative,negative
1780	negative,negative
1781	neutral,neutral
1782	positive,negative
1783	negative,negative
1784	negative,negative
1785	negative,negative
1786	positive,positive
1787	positive,positive
1788	positive,positive
1789	neutral,positive
1790	positive,positive
1791	neutral,negative
1792	positive,positive
1793	positive,positive
1794	positive,positive
1795	positive,positive
1796	positive,positive
1797	positive,positive
1798	positive,positive
1799	positive,positive
1800	neutral,neutral
1801	positive,positive
1802	positive,positive
1803	positive,positive
1804	neutral,positive
1805	negative,positive
1806	positive,positive
1807	positive,negative
1808	neutral,neutral
1809	neutral,negative
1810	neutral,positive
1811	negative,negative
1812	negative,negative
1813	neutral,positive
1814	negative,positive
1815	neutral,positive
1816	negative,positive
1817	positive,positive
1818	negative,negative
1819	negative,negative
1820	negative,positive
1821	positive,positive
1822	negative,negative
1823	neutral,negative
1824	positive,positive
1825	neutral,positive
1826	positive,positive
1827	positive,positive
1828	neutral,positive
1829	neutral,negative
1830	neutral,positive
1831	neutral,positive
1832	negative,negative
1833	neutral,positive
1834	positive,negative
1835	neutral,negative
1836	neutral,positive
1837	neutral,neutral
1838	neutral,negative
1839	negative,negative
1840	negative,negative
1841	negative,negative
1842	neutral,positive
1843	positive,positive
1844	neutral,positive
1845	positive,positive
1846	neutral,neutral
1847	positive,positive
1848	positive,positive
1849	neutral,positive
1850	neutral,neutral
1851	negative,negative
1852	neutral,positive
1853	neutral,neutral
1854	neutral,negative
1855	negative,negative
1856	negative,negative
1857	neutral,negative
1858	positive,neutral
1859	positive,positive
1860	positive,positive
1861	positive,positive
1862	neutral,neutral
1863	positive,positive
1864	positive,positive
1865	negative,negative
1866	neutral,neutral
1867	positive,positive
1868	positive,positive
1869	neutral,positive
1870	neutral,neutral
1871	neutral,neutral
1872	neutral,neutral
1873	neutral,negative
1874	negative,positive
1875	negative,negative
1876	neutral,neutral
1877	positive,positive
1878	negative,negative
1879	positive,positive
1880	neutral,positive
1881	neutral,negative
1882	positive,positive
1883	negative,negative
1884	neutral,neutral
1885	negative,negative
1886	negative,negative
1887	negative,positive
1888	positive,positive
1889	positive,positive
1890	negative,positive
1891	negative,negative
1892	neutral,negative
1893	negative,negative
1894	negative,negative
1895	negative,negative
1896	positive,negative
1897	neutral,positive
1898	positive,positive
1899	positive,positive
1900	neutral,positive
1901	positive,positive
1902	negative,negative
1903	negative,positive
1904	neutral,neutral
1905	neutral,neutral
1906	neutral,negative
1907	positive,positive
1908	negative,negative
1909	neutral,neutral
1910	neutral,negative
1911	neutral,neutral
1912	neutral,neutral
1913	neutral,negative
1914	neutral,negative
1915	positive,positive
1916	negative,neutral
1917	positive,positive
1918	positive,positive
1919	negative,negative
1920	neutral,positive
1921	positive,positive
1922	positive,positive
1923	positive,positive
1924	negative,negative
1925	positive,positive
1926	negative,negative
1927	negative,negative
1928	negative,negative
1929	negative,neutral
1930	neutral,positive
1931	positive,positive
1932	neutral,negative
1933	positive,positive
1934	positive,positive
1935	neutral,positive
1936	positive,neutral
1937	neutral,negative
1938	positive,positive
1939	neutral,positive
1940	negative,negative
1941	negative,positive
1942	negative,positive
1943	negative,negative
1944	positive,positive
1945	negative,negative
1946	neutral,negative
1947	negative,negative
1948	negative,negative
1949	neutral,positive
1950	negative,negative
1951	negative,negative
1952	negative,negative
1953	positive,neutral
1954	neutral,positive
1955	negative,negative
1956	positive,positive
1957	neutral,negative
1958	negative,negative
1959	neutral,negative
1960	positive,positive
1961	negative,negative
1962	positive,positive
1963	negative,positive
1964	neutral,neutral
1965	positive,positive
1966	positive,positive
1967	negative,negative
1968	positive,positive
1969	neutral,neutral
1970	positive,positive
1971	neutral,positive
1972	negative,negative
1973	neutral,positive
1974	neutral,negative
1975	neutral,positive
1976	positive,positive
1977	negative,negative
1978	neutral,negative
1979	positive,positive
1980	positive,positive
1981	positive,positive
1982	positive,neutral
1983	positive,positive
1984	positive,positive
1985	positive,positive
1986	positive,positive
1987	positive,positive
1988	positive,positive
1989	positive,positive
1990	positive,positive
1991	neutral,positive
1992	negative,negative
1993	positive,positive
1994	negative,negative
1995	positive,positive
1996	positive,positive
1997	positive,positive
1998	positive,positive
1999	positive,positive
2000	positive,positive
2001	negative,negative
2002	negative,negative
2003	positive,positive
2004	positive,neutral
2005	neutral,neutral
2006	positive,positive
2007	neutral,neutral
2008	positive,positive
2009	neutral,positive
2010	neutral,positive
2011	positive,positive
2012	neutral,neutral
2013	neutral,negative
2014	neutral,positive
2015	neutral,negative
2016	neutral,neutral
2017	positive,positive
2018	positive,positive
2019	positive,positive
2020	neutral,positive
2021	neutral,positive
2022	neutral,positive
2023	positive,positive
2024	neutral,neutral
2025	negative,negative
2026	negative,negative
2027	positive,positive
2028	neutral,positive
2029	negative,negative
2030	positive,positive
2031	positive,positive
2032	positive,positive
2033	positive,neutral
2034	neutral,positive
2035	positive,positive
2036	positive,positive
2037	positive,negative
2038	neutral,neutral
2039	negative,negative
2040	neutral,negative
2041	positive,positive
2042	positive,neutral
2043	neutral,positive
2044	neutral,neutral
2045	positive,positive
2046	neutral,positive
2047	neutral,positive
2048	neutral,positive
2049	positive,positive
2050	neutral,positive
2051	neutral,positive
2052	positive,neutral
2053	neutral,positive
2054	neutral,neutral
2055	neutral,neutral
2056	neutral,neutral
2057	negative,neutral
2058	neutral,neutral
2059	neutral,positive
2060	neutral,neutral
2061	positive,positive
2062	negative,positive
2063	negative,neutral
2064	negative,negative
2065	positive,positive
2066	negative,positive
2067	negative,negative
2068	negative,negative
2069	negative,negative
2070	negative,negative
2071	positive,positive
2072	positive,positive
2073	negative,negative
2074	positive,positive
2075	negative,neutral
2076	positive,neutral
2077	neutral,neutral
2078	negative,negative
2079	positive,positive
2080	positive,positive
2081	positive,positive
2082	negative,positive
2083	positive,negative
2084	positive,neutral
2085	neutral,positive
2086	neutral,positive
2087	negative,negative
2088	negative,positive
2089	neutral,positive
2090	positive,positive
2091	negative,negative
2092	positive,positive
2093	positive,positive
2094	negative,positive
2095	neutral,neutral
2096	negative,positive
2097	positive,positive
2098	neutral,positive
2099	negative,negative
2100	negative,negative
2101	positive,positive
2102	neutral,neutral
2103	positive,positive
2104	positive,negative
2105	negative,negative
2106	positive,positive
2107	neutral,negative
2108	positive,positive
2109	positive,positive
2110	neutral,neutral
2111	neutral,neutral
2112	positive,positive
2113	positive,negative
2114	negative,negative
2115	neutral,negative
2116	negative,positive
2117	positive,positive
2118	negative,negative
2119	negative,neutral
2120	negative,positive
2121	negative,positive
2122	negative,positive
2123	negative,positive
2124	negative,negative
2125	negative,negative
2126	negative,negative
2127	negative,negative
2128	negative,negative
2129	negative,neutral
2130	positive,positive
2131	negative,negative
2132	positive,positive
2133	positive,positive
2134	positive,positive
2135	positive,positive
2136	positive,positive
2137	positive,positive
2138	positive,positive
2139	positive,neutral
2140	positive,positive
2141	positive,positive
2142	positive,positive
2143	neutral,neutral
2144	positive,positive
2145	positive,positive
2146	positive,neutral
2147	negative,negative
2148	negative,positive
2149	positive,neutral
2150	negative,positive
2151	negative,positive
2152	positive,positive
2153	neutral,neutral
2154	negative,negative
2155	positive,positive
2156	negative,negative
2157	neutral,neutral
2158	neutral,negative
2159	neutral,positive
2160	positive,neutral
2161	positive,positive
2162	negative,positive
2163	negative,negative
2164	positive,positive
2165	neutral,neutral
2166	neutral,positive
2167	negative,neutral
2168	positive,positive
2311	neutral,neutral
2312	neutral,negative
2313	negative,negative
2314	neutral,positive
2318	neutral,neutral
2319	neutral,neutral
2320	negative,negative
2321	positive,positive
2322	positive,positive
2323	neutral,positive
2324	positive,neutral
2325	neutral,positive
2326	negative,negative
2327	positive,positive
2328	negative,negative
2329	negative,negative
2330	negative,negative
2331	positive,positive
2332	neutral,positive
2333	negative,negative
2334	negative,neutral
2335	negative,negative
2336	positive,positive
2337	neutral,positive
2338	negative,positive
2339	neutral,negative
2340	negative,negative
2345	negative,negative
2346	negative,positive
2348	positive,positive
2349	positive,positive
2350	negative,negative
2351	positive,positive
2354	negative,negative
2355	negative,positive
2356	negative,negative
2357	positive,positive
2358	positive,positive
2359	negative,negative
2360	negative,neutral
2361	neutral,neutral
2362	negative,negative
2363	neutral,negative
2364	positive,neutral
2365	positive,positive
2366	neutral,neutral
2367	neutral,neutral
2368	neutral,positive
2369	neutral,neutral
2370	neutral,neutral
2371	neutral,neutral
2372	neutral,positive
2373	positive,positive
2374	neutral,neutral
2375	neutral,neutral
2376	positive,positive
2377	neutral,positive
2378	neutral,positive
2379	neutral,neutral
2380	positive,positive
2381	neutral,positive
2382	neutral,positive
2383	positive,positive
2384	positive,positive
2385	positive,negative
2386	positive,neutral
2387	neutral,negative
2388	neutral,neutral
2389	neutral,neutral
2403	negative,negative
2404	negative,negative
2424	positive,positive
2425	positive,neutral
2426	positive,positive
2427	neutral,positive
2428	positive,positive
2429	negative,negative
2430	positive,positive
2431	neutral,positive
2432	neutral,positive
2433	neutral,positive
2434	positive,positive
2435	neutral,neutral
2436	positive,positive
2437	neutral,positive
2438	positive,positive
2439	neutral,neutral
2440	positive,positive
2441	positive,positive
2442	neutral,positive
2443	neutral,positive
2444	positive,positive
2445	neutral,positive
2446	neutral,positive
2447	neutral,neutral
2448	neutral,neutral
2449	positive,positive
2450	neutral,neutral
2451	neutral,negative
2452	neutral,neutral
2453	neutral,neutral
2454	neutral,neutral
2455	neutral,negative
2456	positive,positive
2458	positive,positive
2459	neutral,neutral
2460	positive,positive
2462	negative,negative
2463	negative,negative
2464	negative,negative
2465	positive,positive
2468	positive,positive
2469	positive,positive
2470	positive,positive
2471	positive,positive
2472	positive,positive
2473	neutral,positive
2474	negative,negative
2475	negative,positive
2476	neutral,negative
2477	negative,positive
2478	negative,negative
2479	neutral,positive
2480	negative,negative
2488	neutral,positive
2489	neutral,positive
2490	neutral,positive
2491	positive,positive
2492	positive,neutral
2493	positive,positive
2494	positive,positive
2496	negative,neutral
2497	positive,neutral
2498	positive,positive
2499	neutral,neutral
2500	positive,neutral
2501	positive,neutral
2502	positive,positive
2503	neutral,positive
2504	positive,positive
2505	positive,positive
2506	positive,positive
2507	positive,positive
2508	positive,positive
2509	positive,positive
2510	positive,positive
2513	positive,positive
2514	neutral,negative
2515	negative,positive
2523	negative,positive
2524	negative,neutral
2525	neutral,positive
2526	negative,neutral
2527	neutral,positive
2528	negative,negative
2529	positive,positive
2530	neutral,positive
2531	neutral,positive
2532	positive,positive
2533	neutral,positive
2534	neutral,positive
2535	positive,positive
2536	positive,positive
2537	positive,positive
2538	positive,neutral
2540	positive,positive
2541	positive,positive
2542	positive,positive
2543	positive,positive
2544	positive,positive
2546	neutral,positive
2547	negative,negative
2548	negative,negative
2549	negative,positive
2550	negative,negative
2551	negative,negative
2552	neutral,neutral
2553	neutral,positive
2554	negative,positive
2555	positive,positive
2556	positive,positive
2557	neutral,positive
2558	neutral,positive
2559	positive,positive
2560	neutral,positive
2561	neutral,neutral
2562	positive,positive
2563	negative,positive
2564	neutral,negative
2565	negative,positive
2566	negative,positive
2567	negative,negative
2568	neutral,positive
2569	neutral,positive
2570	neutral,positive
2571	neutral,positive
2572	neutral,neutral
2573	positive,positive
2574	neutral,positive
2575	positive,positive
2576	neutral,positive
2577	negative,negative
2578	negative,neutral
2579	negative,positive
2580	positive,neutral
2581	negative,negative
2582	negative,positive
2583	positive,positive
2584	negative,neutral
2585	negative,neutral
2586	negative,negative
2587	positive,positive
2588	neutral,positive
2589	neutral,positive
2590	positive,positive
2591	positive,positive
2592	neutral,positive
2593	positive,positive
2594	positive,neutral
2595	positive,positive
2596	neutral,positive
2597	neutral,positive
2598	positive,positive
2599	neutral,neutral
2600	positive,positive
2601	positive,positive
2602	negative,negative
2603	negative,negative
2604	neutral,positive
2605	negative,negative
2606	negative,negative
2607	positive,positive
2608	positive,positive
2609	positive,positive
2610	positive,positive
2611	positive,negative
2612	positive,positive
2613	positive,positive
2614	neutral,positive
2615	neutral,neutral
2616	positive,negative
2617	negative,negative
2618	negative,negative
2619	negative,neutral
2620	positive,positive
2621	positive,positive
2622	negative,positive
2623	positive,neutral
2624	neutral,positive
2626	positive,positive
2627	positive,positive
2628	positive,positive
2629	negative,positive
2630	positive,negative
2632	negative,positive
2633	negative,negative
2634	neutral,positive
2635	negative,neutral
2636	neutral,neutral
2637	negative,positive
2638	negative,positive
2639	negative,neutral
2640	negative,positive
2641	negative,negative
2642	negative,positive
2643	negative,negative
2644	negative,positive
2645	negative,neutral
2646	neutral,neutral
2647	positive,negative
2648	neutral,positive
2650	negative,neutral
2651	negative,negative
2653	negative,positive
2654	negative,neutral
2655	neutral,neutral
2656	neutral,positive
2657	neutral,positive
2658	neutral,neutral
2659	neutral,positive
2660	neutral,positive
2661	neutral,positive
2662	negative,negative
2663	negative,negative
2664	negative,negative
2665	neutral,neutral
2666	negative,negative
2667	negative,negative
2668	negative,negative
2669	positive,positive
2670	negative,negative
2671	negative,negative
2672	negative,negative
2673	negative,negative
2674	negative,negative
2675	neutral,negative
2676	positive,positive
2677	positive,positive
2678	negative,positive
2679	negative,positive
2680	negative,positive
2683	neutral,positive
2684	neutral,neutral
2685	negative,negative
2686	positive,positive
2687	neutral,neutral
2688	negative,negative
2689	negative,negative
2690	negative,negative
2691	negative,negative
2692	negative,negative
2693	negative,negative
2694	positive,neutral
2695	positive,neutral
2696	neutral,neutral
2697	negative,positive
2698	positive,negative
2699	negative,negative
2700	neutral,neutral
2701	neutral,positive
2702	negative,positive
2703	negative,neutral
2704	negative,negative
2705	neutral,neutral
2706	neutral,negative
2707	neutral,positive
2708	neutral,neutral
2709	neutral,positive
2710	neutral,neutral
2711	positive,positive
2712	negative,neutral
2713	neutral,neutral
2714	negative,negative
2715	neutral,positive
2716	neutral,positive
2717	neutral,neutral
2718	negative,negative
2719	neutral,positive
2720	neutral,neutral
2721	neutral,neutral
2723	neutral,neutral
2724	neutral,neutral
2725	neutral,neutral
2726	neutral,neutral
2727	neutral,neutral
2728	neutral,neutral
2729	neutral,positive
2730	neutral,neutral
2731	neutral,neutral
2732	neutral,neutral
2734	neutral,neutral
2735	positive,positive
2736	neutral,neutral
2737	neutral,neutral
2738	neutral,neutral
2739	neutral,positive
2740	positive,positive
2741	negative,negative
2742	negative,neutral
2743	neutral,negative
2744	positive,positive
2745	neutral,neutral
2746	negative,negative
2747	negative,negative
2748	positive,positive
2749	neutral,positive
2750	positive,positive
2751	positive,positive
2752	positive,positive
2753	positive,positive
2754	negative,positive
2755	neutral,neutral
2757	positive,positive
2758	positive,positive
2760	neutral,positive
2761	neutral,neutral
2762	neutral,neutral
2763	neutral,negative
2764	neutral,neutral
2765	neutral,positive
2766	negative,negative
2767	positive,positive
2768	positive,positive
2769	positive,positive
2770	positive,positive
2771	positive,positive
2772	positive,positive
2773	positive,positive
2774	negative,negative
2775	positive,positive
2776	neutral,positive
2778	positive,positive
2780	positive,positive
2781	positive,positive
2782	positive,positive
2783	negative,negative
2784	neutral,neutral
2785	neutral,positive
2786	neutral,neutral
2787	neutral,neutral
2788	neutral,neutral
2789	positive,positive
2790	neutral,neutral
2791	neutral,positive
2792	neutral,negative
2793	neutral,neutral
2794	negative,negative
2795	positive,positive
2796	neutral,neutral
2797	positive,positive
2798	positive,positive
2799	positive,positive
2800	positive,positive
2801	negative,negative
2803	positive,positive
2804	neutral,neutral
2806	positive,positive
2807	positive,positive
2808	positive,positive
2809	negative,neutral
2810	negative,negative
2811	positive,positive
2812	negative,negative
2813	positive,positive
2814	positive,positive
2815	neutral,positive
2816	negative,negative
2817	neutral,negative
2818	negative,positive
2819	neutral,positive
2820	positive,positive
2821	positive,neutral
2822	neutral,positive
2823	negative,negative
2824	negative,positive
2826	positive,positive
2827	neutral,positive
2828	positive,negative
2829	neutral,neutral
2830	positive,positive
2832	neutral,neutral
2833	neutral,neutral
2836	negative,negative
2837	negative,positive
2838	neutral,positive
2839	negative,negative
2840	negative,negative
2841	neutral,negative
2842	negative,negative
2843	negative,negative
2844	negative,negative
2845	neutral,positive
2846	negative,positive
2847	negative,positive
2848	negative,neutral
2849	negative,positive
2850	positive,positive
2851	positive,positive
2852	positive,positive
2853	positive,positive
2854	positive,positive
2855	positive,positive
2856	positive,positive
2858	positive,positive
2859	positive,positive
2860	neutral,positive
2861	positive,positive
2862	neutral,neutral
2863	positive,positive
2864	neutral,neutral
2865	negative,negative
2866	negative,positive
2867	positive,positive
2868	neutral,neutral
2869	neutral,neutral
2870	neutral,positive
2871	positive,positive
2872	positive,positive
2873	neutral,positive
2874	neutral,positive
2875	neutral,neutral
2877	neutral,positive
2878	neutral,positive
2879	neutral,positive
2880	neutral,positive
2881	negative,negative
2882	negative,positive
2883	positive,positive
2884	neutral,positive
2885	neutral,negative
2886	positive,positive
2887	negative,negative
2888	negative,negative
2890	negative,negative
2891	positive,positive
2892	positive,positive
2893	positive,positive
2894	positive,positive
2895	negative,neutral
2896	neutral,negative
2897	neutral,positive
2898	negative,negative
2899	negative,negative
2900	neutral,positive
2901	positive,positive
2902	neutral,positive
2903	neutral,neutral
2904	neutral,neutral
2905	positive,positive
2907	neutral,positive
2908	negative,negative
2910	neutral,positive
2911	neutral,positive
2912	positive,neutral
2913	negative,negative
2914	negative,positive
2915	neutral,neutral
2916	neutral,neutral
2917	neutral,neutral
2918	neutral,negative
2919	positive,positive
2920	positive,negative
2922	neutral,positive
2923	neutral,negative
2924	neutral,neutral
2925	neutral,neutral
2926	positive,positive
2927	neutral,positive
2928	neutral,positive
2929	neutral,negative
2930	neutral,positive
2931	negative,negative
2932	neutral,positive
2933	neutral,neutral
2934	positive,neutral
2935	neutral,neutral
2936	neutral,negative
2937	neutral,neutral
2938	positive,positive
2939	negative,neutral
2940	neutral,negative
2941	neutral,positive
2942	positive,positive
2943	neutral,positive
2944	negative,neutral
2945	negative,negative
2946	positive,positive
2947	neutral,positive
2948	negative,neutral
2949	positive,positive
2950	neutral,negative
2951	neutral,positive
2952	neutral,positive
2953	neutral,positive
2954	neutral,positive
2955	neutral,positive
2956	neutral,positive
2957	neutral,neutral
2958	neutral,neutral
2959	neutral,negative
2960	neutral,negative
2961	negative,negative
2962	neutral,positive
2963	neutral,positive
2964	neutral,positive
2965	neutral,positive
2966	neutral,positive
2967	positive,positive
2968	neutral,negative
2969	positive,positive
2970	neutral,neutral
2971	neutral,positive
2972	positive,positive
2973	positive,neutral
2974	neutral,positive
2975	neutral,negative
2976	negative,neutral
2977	neutral,positive
2978	positive,positive
2979	neutral,neutral
2980	negative,negative
2981	neutral,neutral
2982	negative,negative
2983	negative,negative
2984	neutral,neutral
2985	neutral,neutral
2986	positive,positive
2987	positive,positive
2988	neutral,neutral
2989	neutral,positive
2990	positive,positive
2991	negative,negative
2992	neutral,neutral
2993	neutral,negative
2994	positive,positive
2995	positive,positive
2996	positive,positive
2997	neutral,positive
2998	neutral,negative
2999	positive,positive
3001	positive,positive
3002	neutral,negative
3003	neutral,positive
3004	neutral,positive
3005	neutral,positive
3006	positive,negative
3007	negative,negative
3008	neutral,neutral
3009	positive,positive
3010	neutral,negative
3012	negative,positive
3013	positive,positive
3014	neutral,positive
3015	neutral,neutral
3016	neutral,positive
3017	neutral,neutral
3018	positive,neutral
3019	positive,neutral
3020	positive,positive
3021	positive,positive
3022	positive,positive
3023	positive,positive
3024	positive,positive
3025	positive,positive
3026	neutral,positive
3027	positive,positive
3028	positive,positive
3029	positive,positive
3030	positive,positive
3031	positive,positive
3032	positive,positive
3033	positive,positive
3034	positive,positive
3035	positive,negative
3036	neutral,positive
3037	positive,positive
3038	positive,positive
3039	positive,positive
3040	neutral,negative
3041	neutral,neutral
3042	neutral,neutral
3043	neutral,neutral
3044	neutral,negative
3045	positive,neutral
3046	positive,neutral
3047	negative,negative
3048	negative,negative
3049	neutral,positive
3050	neutral,negative
3051	negative,negative
3052	negative,negative
3055	neutral,negative
3056	neutral,neutral
3057	positive,positive
3058	negative,negative
3059	positive,positive
3060	negative,neutral
3061	negative,neutral
3062	negative,positive
3063	neutral,neutral
3064	negative,neutral
3065	neutral,positive
3066	positive,positive
3067	positive,neutral
3068	positive,positive
3069	neutral,positive
3070	positive,negative
3071	neutral,positive
3072	neutral,neutral
3073	neutral,neutral
3074	positive,positive
3075	neutral,negative
3076	neutral,neutral
3077	negative,negative
3078	negative,negative
3079	negative,negative
3080	negative,negative
3081	negative,positive
3082	negative,neutral
3083	negative,negative
3085	neutral,positive
3086	positive,positive
3087	negative,negative
3088	positive,positive
3089	negative,negative
3090	negative,negative
3091	positive,neutral
3092	negative,negative
3093	negative,neutral
3094	neutral,neutral
3095	negative,negative
3096	positive,neutral
3097	neutral,positive
3098	positive,positive
3099	positive,positive
3100	neutral,positive
3101	positive,positive
3102	positive,positive
3103	positive,positive
3104	positive,positive
3105	negative,negative
3106	negative,negative
3107	negative,neutral
3108	negative,neutral
3109	positive,positive
3110	positive,positive
3111	negative,neutral
3112	negative,neutral
3113	neutral,positive
3114	negative,positive
3115	positive,positive
3116	neutral,positive
3117	neutral,negative
3118	positive,positive
3119	neutral,neutral
3120	neutral,positive
3121	positive,neutral
3122	positive,positive
3123	neutral,negative
3124	negative,negative
3125	neutral,negative
3126	neutral,positive
3127	positive,positive
3128	positive,positive
3129	neutral,negative
3130	neutral,negative
3131	negative,positive
3132	neutral,positive
3133	negative,negative
3134	negative,neutral
3135	positive,negative
3136	negative,negative
3137	negative,neutral
3138	neutral,positive
3139	negative,negative
3140	negative,negative
3141	neutral,negative
3142	positive,positive
3143	neutral,positive
3144	positive,positive
3146	positive,positive
3147	neutral,negative
3148	positive,neutral
3149	positive,neutral
3150	neutral,negative
3151	neutral,positive
3152	positive,positive
3154	neutral,positive
3155	neutral,negative
3156	positive,positive
3157	neutral,positive
3159	neutral,neutral
3160	negative,positive
3161	positive,positive
3162	neutral,positive
3163	neutral,neutral
3164	negative,neutral
3165	negative,positive
3166	negative,negative
3167	negative,negative
3168	negative,negative
3169	negative,negative
3170	negative,negative
3171	negative,negative
3172	negative,positive
3173	positive,positive
3174	positive,neutral
3175	negative,negative
3176	neutral,positive
3177	neutral,positive
3178	positive,neutral
3179	neutral,negative
3180	neutral,neutral
3181	neutral,neutral
3182	positive,positive
3183	negative,neutral
3184	neutral,negative
3185	positive,positive
3186	negative,positive
3187	neutral,negative
3188	positive,positive
3190	negative,positive
3191	negative,neutral
3192	negative,positive
3193	negative,neutral
3194	positive,positive
3195	negative,neutral
3196	positive,neutral
3197	negative,negative
3198	positive,positive
3199	positive,positive
3200	neutral,positive
3201	neutral,positive
3202	neutral,neutral
3203	positive,positive
3204	neutral,positive
3205	neutral,negative
3206	positive,positive
3207	negative,negative
3208	positive,positive
3209	positive,positive
3210	negative,negative
3211	positive,positive
3212	neutral,neutral
3213	neutral,negative
3214	positive,positive
3215	positive,neutral
3216	positive,positive
3217	positive,positive
3218	neutral,positive
3219	positive,positive
3220	positive,positive
3221	negative,positive
3222	negative,negative
3223	negative,negative
3224	negative,neutral
3225	negative,neutral
3226	negative,positive
3227	neutral,positive
3228	negative,positive
3229	neutral,positive
3230	positive,negative
3231	negative,positive
3232	positive,positive
3233	negative,negative
3234	positive,neutral
3235	neutral,positive
3236	neutral,positive
3237	positive,positive
3238	neutral,positive
3239	negative,positive
3240	positive,positive
3241	positive,positive
3242	neutral,positive
3243	positive,positive
3244	positive,positive
3245	neutral,positive
3246	positive,positive
3247	neutral,negative
3248	neutral,neutral
3249	positive,positive
3250	neutral,positive
3251	positive,positive
3252	positive,positive
3253	positive,negative
3254	positive,negative
3255	positive,positive
3256	negative,negative
3257	negative,neutral
3258	positive,positive
3259	positive,positive
3260	positive,positive
3261	neutral,positive
3262	positive,positive
3263	positive,positive
3264	positive,positive
3265	positive,positive
3266	positive,positive
3267	neutral,neutral
3268	neutral,negative
3269	positive,positive
3270	positive,positive
3271	neutral,negative
3272	positive,positive
3273	negative,positive
